,IMDBId,movie title,director(s),writer(s),casts,genre(s),language,country,runtime (mins),mpaarating,release date,metacritic score,budget,distributionCompany
101,tt8075192,Shoplifters,['Hirokazu Koreeda'],"['Hirokazu Koreeda', 'Hirokazu Koreeda']","['Lily Franky', 'Sakura Andô', 'Kirin Kiki']","['Crime', 'Drama']",Japanese,Japan,2h 1min,R,23 November 2018 ,93.0,,Magnolia Pictures
102,tt0114212,O Quatrilho,['Fábio Barreto'],"['Antônio Calmon', 'José Clemente Pozenato', '1 more credit']","['Glória Pires', 'Patricia Pillar', 'Alexandre Paternost']","['Romance', 'Drama']",Portuguese,Brazil,1h 32min,1h 32min,,,,
103,tt1229381,Hors la loi,['Rachid Bouchareb'],"['Rachid Bouchareb', 'Olivier Lorelle']","['Jamel Debbouze', 'Roschdy Zem', 'Sami Bouajila']","['Crime', 'Drama', 'War']",French,France,2h 18min,R,22 September 2010 ,59.0,,Cohen Media Group
104,tt1820488,War Witch,['Kim Nguyen'],"['Kim Nguyen', 'Simon Trépanier', '1 more credit']","['Rachel Mwanza', 'Alain Lino Mic Eli Bastien', 'Serge Kanyinda']","['Drama', 'War']",French,Canada,1h 30min,Not Rated,23 August 2012 ,84.0,3500000.0,Tribeca Film
105,tt0089643,Murphy's Romance,['Martin Ritt'],"['Max Schott', 'Harriet Frank Jr.', '1 more credit']","['Sally Field', 'James Garner', 'Brian Kerwin']","['Comedy', 'Drama', 'Romance']",English,USA,1h 47min,PG-13,31 January 1986 ,,13000000.0,Columbia Pictures
106,tt0078788,Apocalypse Now,['Francis Ford Coppola'],"['John Milius', 'Francis Ford Coppola', '1 more credit']","['Martin Sheen', 'Marlon Brando', 'Robert Duvall']","['Drama', 'Mystery', 'War']",English,USA,2h 27min,R,15 August 1979 ,94.0,31500000.0,United Artists
107,tt0099674,The Godfather: Part III,['Francis Ford Coppola'],"['Mario Puzo', 'Francis Ford Coppola']","['Al Pacino', 'Diane Keaton', 'Andy Garcia']","['Crime', 'Drama']",English,USA,2h 42min,R,25 December 1990 ,60.0,54000000.0,Paramount Pictures
108,tt0116410,Ghosts of Mississippi,['Rob Reiner'],['Lewis Colick'],"['Alec Baldwin', 'James Woods', 'Whoopi Goldberg']","['Drama', 'History']",English,USA,2h 10min,PG-13,3 January 1997 ,,36000000.0,Columbia Pictures
109,tt0408306,Munich,['Steven Spielberg'],"['Tony Kushner', 'Eric Roth', '1 more credit']","['Eric Bana', 'Daniel Craig', 'Marie-Josée Croze']","['Action', 'Drama', 'History', 'Thriller']",English,France,2h 44min,R,6 January 2006 ,74.0,70000000.0,Universal Pictures
110,tt0104797,Malcolm X,['Spike Lee'],"['Alex Haley', 'Malcolm X', '2 more credits']","['Denzel Washington', 'Angela Bassett', 'Delroy Lindo']","['Biography', 'Drama', 'History']",English,USA,3h 22min,PG-13,18 November 1992 ,73.0,33000000.0,Warner Bros.
111,tt0414387,Pride & Prejudice,['Joe Wright'],"['Deborah Moggach', 'Jane Austen']","['Keira Knightley', 'Matthew Macfadyen', 'Brenda Blethyn']","['Drama', 'Romance']",English,France,2h 9min,PG,23 November 2005 ,82.0,28000000.0,Focus Features
112,tt0117589,Secrets & Lies,['Mike Leigh'],['Mike Leigh'],"['Timothy Spall', 'Brenda Blethyn', 'Phyllis Logan']","['Comedy', 'Drama']",English,UK,2h 16min,R,28 February 1997 ,91.0,4500000.0,October Films
113,tt0887912,The Hurt Locker,['Kathryn Bigelow'],['Mark Boal'],"['Jeremy Renner', 'Anthony Mackie', 'Brian Geraghty']","['Drama', 'Thriller', 'War']",English,USA,2h 11min,R,31 July 2009 ,95.0,15000000.0,Summit Entertainment
114,tt0114746,12 Monkeys,['Terry Gilliam'],"['Chris Marker', 'David Webb Peoples', '1 more credit']","['Bruce Willis', 'Madeleine Stowe', 'Brad Pitt']","['Mystery', 'Sci-Fi', 'Thriller']",English,USA,2h 9min,R,5 January 1996 ,74.0,29000001.0,Universal Pictures
115,tt1950186,Ford v Ferrari,['James Mangold'],"['Jez Butterworth', 'John-Henry Butterworth', '1 more credit']","['Matt Damon', 'Christian Bale', 'Jon Bernthal']","['Action', 'Biography', 'Drama', 'Sport']",English,USA,2h 32min,PG-13,15 November 2019 ,81.0,97600000.0,Twentieth Century Fox
116,tt0758758,Into the Wild,['Sean Penn'],"['Sean Penn', 'Jon Krakauer']","['Emile Hirsch', 'Vince Vaughn', 'Catherine Keener']","['Adventure', 'Biography', 'Drama']",English,USA,2h 28min,R,19 October 2007 ,73.0,15000000.0,Paramount Pictures
117,tt0190332,"Crouching Tiger, Hidden Dragon",['Ang Lee'],"['Du Lu Wang', 'Hui-Ling Wang', '2 more credits']","['Yun-Fat Chow', 'Michelle Yeoh', 'Ziyi Zhang']","['Action', 'Adventure', 'Fantasy', 'Romance']",Mandarin,Taiwan,2h,PG-13,12 January 2001 ,94.0,17000000.0,Sony Pictures Classics
118,tt0089360,Jagged Edge,['Richard Marquand'],['Joe Eszterhas'],"['Jeff Bridges', 'Glenn Close', 'Peter Coyote']","['Drama', 'Mystery', 'Thriller']",English,USA,1h 48min,R,4 October 1985 ,60.0,15000000.0,Columbia Pictures
119,tt5580390,The Shape of Water,['Guillermo del Toro'],"['Guillermo del Toro', 'Vanessa Taylor', '1 more credit']","['Sally Hawkins', 'Octavia Spencer', 'Michael Shannon']","['Adventure', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi', 'Thriller']",English,USA,2h 3min,R,22 December 2017 ,87.0,19400000.0,Twentieth Century Fox
120,tt1291584,Warrior,"[""Gavin O'Connor""]","[""Gavin O'Connor"", 'Anthony Tambakis', '3 more credits']","['Tom Hardy', 'Nick Nolte', 'Joel Edgerton']","['Action', 'Drama', 'Sport']",English,USA,2h 20min,PG-13,9 September 2011 ,71.0,25000000.0,Lionsgate
121,tt6304162,Loveless,['Andrey Zvyagintsev'],"['Oleg Negin', 'Andrey Zvyagintsev']","['Maryana Spivak', 'Aleksey Rozin', 'Matvey Novikov']",['Drama'],Russian,Russia,2h 7min,R,1 June 2017 ,86.0,,Sony Pictures Classics
122,tt0113627,Leaving Las Vegas,['Mike Figgis'],"[""John O'Brien"", 'Mike Figgis']","['Nicolas Cage', 'Elisabeth Shue', 'Julian Sands']","['Drama', 'Romance']",English,France,1h 51min,R,9 February 1996 ,82.0,3600000.0,MGM/UA Distribution Company
123,tt0175880,Magnolia,['Paul Thomas Anderson'],['Paul Thomas Anderson'],"['Tom Cruise', 'Jason Robards', 'Julianne Moore']",['Drama'],English,USA,3h 8min,R,7 January 2000 ,77.0,37000000.0,HBO Max
124,tt0086423,Tender Mercies,['Bruce Beresford'],['Horton Foote'],"['Robert Duvall', 'Tess Harper', 'Betty Buckley']","['Drama', 'Music']",English,USA,1h 32min,PG,10 June 1983 ,76.0,,Universal Pictures
125,tt0093067,Gaby: A True Story,['Luis Mandoki'],"['Michael Love', 'Luis Mandoki', '1 more credit']","['Rachel Chagall', 'Liv Ullmann', 'Norma Aleandro']","['Drama', 'Romance']",English,USA,1h 50min,R,18 December 1987 ,,,TriStar Pictures
126,tt1532503,Beginners,['Mike Mills'],['Mike Mills'],"['Ewan McGregor', 'Christopher Plummer', 'Mélanie Laurent']","['Comedy', 'Drama', 'Romance']",English,USA,1h 45min,R,9 June 2011 ,81.0,3200000.0,Focus Features
127,tt0180093,Requiem for a Dream,['Darren Aronofsky'],"['Hubert Selby Jr.', 'Hubert Selby Jr.', '1 more credit']","['Ellen Burstyn', 'Jared Leto', 'Jennifer Connelly']",['Drama'],English,USA,1h 42min,R,15 December 2000 ,68.0,4500000.0,Artisan Entertainment
128,tt0107617,The Scent of Green Papaya,['Anh Hung Tran'],['Anh Hung Tran'],"['Nu Yên-Khê Tran', 'Man San Lu', 'Thi Loc Truong']","['Drama', 'Music', 'Romance']",Vietnamese,Vietnam,1h 44min,Not Rated,28 January 1994 ,,,GoDigital Media Group
129,tt0094056,Street Smart,['Jerry Schatzberg'],['David Freeman'],"['Christopher Reeve', 'Kathy Baker', 'Mimi Rogers']","['Crime', 'Drama', 'Thriller']",English,USA,1h 37min,R,20 March 1987 ,70.0,5000000.0,The Cannon Group
130,tt0174856,The Hurricane,['Norman Jewison'],"[""Rubin 'Hurricane' Carter"", 'Sam Chaiton', '3 more credits']","['Denzel Washington', 'Vicellous Shannon', 'Deborah Kara Unger']","['Biography', 'Drama', 'Sport']",English,USA,2h 26min,R,14 January 2000 ,74.0,50000000.0,Universal Pictures
131,tt0380510,The Lovely Bones,['Peter Jackson'],"['Fran Walsh', 'Philippa Boyens', '2 more credits']","['Rachel Weisz', 'Mark Wahlberg', 'Saoirse Ronan']","['Drama', 'Fantasy', 'Thriller']",English,USA,2h 15min,PG-13,15 January 2010 ,42.0,65000000.0,Paramount Pictures
132,tt0111495,Three Colors: Red,['Krzysztof Kieslowski'],"['Krzysztof Kieslowski', 'Krzysztof Piesiewicz', '4 more credits']","['Irène Jacob', 'Jean-Louis Trintignant', 'Frédérique Feder']","['Drama', 'Mystery', 'Romance']",French,Switzerland,1h 39min,R,23 November 1994 ,100.0,,Miramax
133,tt0375679,Crash,['Paul Haggis'],"['Paul Haggis', 'Paul Haggis', '1 more credit']","['Don Cheadle', 'Sandra Bullock', 'Thandie Newton']","['Crime', 'Drama', 'Thriller']",English,USA,1h 52min,R,6 May 2005 ,66.0,6500000.0,Lions Gate Films
134,tt0098384,Steel Magnolias,['Herbert Ross'],"['Robert Harling', 'Robert Harling']","['Shirley MacLaine', 'Olympia Dukakis', 'Sally Field']","['Comedy', 'Drama', 'Romance']",English,USA,1h 57min,PG,22 November 1989 ,56.0,15000000.0,TriStar Pictures
135,tt0401383,The Diving Bell and the Butterfly,['Julian Schnabel'],"['Ronald Harwood', 'Jean-Dominique Bauby']","['Mathieu Amalric', 'Emmanuelle Seigner', 'Marie-Josée Croze']","['Biography', 'Drama']",French,France,1h 52min,PG-13,1 February 2008 ,92.0,,Miramax
136,tt0095606,The Music Teacher,['Gérard Corbiau'],"['Andrée Corbiau', 'Gérard Corbiau', '3 more credits']","['José van Dam', 'Anne Roussel', 'Philippe Volter']","['Drama', 'Music']",French,Belgium,1h 35min,PG,1 February 1989 ,,,Orion Classics
137,tt0083732,Chastnaya zhizn,['Yuli Raizman'],"['Anatoli Grebnev', 'Yuli Raizman']","['Mikhail Ulyanov', 'Iya Savvina', 'Irina Gubanova']",['Drama'],Russian,Soviet Union,1h 42min,1h 42min,,,,International Film Exchange
138,tt0120586,American History X,['Tony Kaye'],['David McKenna'],"['Edward Norton', 'Edward Furlong', ""Beverly D'Angelo""]",['Drama'],English,USA,1h 59min,R,20 November 1998 ,62.0,20000000.0,New Line Cinema
139,tt0265086,Black Hawk Down,['Ridley Scott'],"['Mark Bowden', 'Ken Nolan']","['Josh Hartnett', 'Ewan McGregor', 'Tom Sizemore']","['Drama', 'History', 'War']",English,USA,2h 24min,R,18 January 2002 ,74.0,92000000.0,Columbia Pictures
140,tt0085370,Entre Nous,['Diane Kurys'],"['Diane Kurys', 'Diane Kurys', '1 more credit']","['Miou-Miou', 'Isabelle Huppert', 'Guy Marchand']","['Biography', 'Drama', 'War']",French,France,1h 50min,PG,6 April 1983 ,,,MGM/UA Classics
141,tt0322674,De Tweeling,['Ben Sombogaart'],"['Tessa de Loo', 'Marieke van der Pol']","['Ellen Vogel', 'Gudrun Okras', 'Thekla Reuten']","['Drama', 'Romance', 'War']",Dutch,Netherlands,2h 17min,R,12 December 2002 ,,,Miramax
142,tt0118607,Amistad,['Steven Spielberg'],['David Franzoni'],"['Djimon Hounsou', 'Matthew McConaughey', 'Anthony Hopkins']","['Biography', 'Drama', 'History']",English,USA,2h 35min,R,25 December 1997 ,63.0,36000000.0,DreamWorks Distribution
143,tt0106881,Fearless,['Peter Weir'],"['Rafael Yglesias', 'Rafael Yglesias']","['Jeff Bridges', 'Isabella Rossellini', 'Rosie Perez']","['Drama', 'Thriller']",English,USA,2h 2min,R,5 November 1993 ,,,Warner Bros.
144,tt0443489,Dreamgirls,['Bill Condon'],"['Tom Eyen', 'Bill Condon']","['Beyoncé', 'Jamie Foxx', 'Eddie Murphy']","['Drama', 'Music', 'Musical']",English,USA,2h 10min,PG-13,25 December 2006 ,76.0,70000000.0,Paramount Pictures
145,tt0172396,The End of the Affair,['Neil Jordan'],"['Graham Greene', 'Neil Jordan']","['Ralph Fiennes', 'Julianne Moore', 'Stephen Rea']","['Drama', 'Romance']",English,UK,1h 42min,R,21 January 2000 ,65.0,23000000.0,Columbia Pictures
146,tt0127536,Elizabeth,['Shekhar Kapur'],['Michael Hirst'],"['Cate Blanchett', 'Liz Giles', 'Rod Culbertson']","['Biography', 'Drama', 'History']",English,UK,2h 4min,R,19 February 1999 ,75.0,30000000.0,Gramercy Pictures
147,tt4034228,Manchester by the Sea,['Kenneth Lonergan'],['Kenneth Lonergan'],"['Casey Affleck', 'Michelle Williams', 'Kyle Chandler']",['Drama'],English,USA,2h 17min,R,16 December 2016 ,96.0,9000000.0,Roadside Attractions
148,tt0104046,Daens,['Stijn Coninx'],"['Fernand Auwera', 'Louis Paul Boon', '3 more credits']","['Jan Decleir', 'Gérard Desarthe', 'Antje de Boeck']","['Biography', 'Drama', 'History']",Flemish,Belgium,2h 18min,2h 18min,,,,
149,tt0120324,A Simple Plan,['Sam Raimi'],"['Scott B. Smith', 'Scott B. Smith']","['Bill Paxton', 'Billy Bob Thornton', 'Bridget Fonda']","['Crime', 'Drama', 'Thriller']",English,UK,2h 1min,R,22 January 1999 ,82.0,30000000.0,Paramount Pictures
150,tt0094027,Stand and Deliver,['Ramón Menéndez'],"['Ramón Menéndez', 'Tom Musca']","['Edward James Olmos', 'Estelle Harris', 'Mark Phelan']","['Biography', 'Drama']",English,USA,1h 43min,PG,11 March 1988 ,77.0,,Warner Bros.
151,tt0287467,Talk to Her,['Pedro Almodóvar'],['Pedro Almodóvar'],"['Rosario Flores', 'Javier Cámara', 'Darío Grandinetti']","['Drama', 'Mystery', 'Romance']",Spanish,Spain,1h 52min,R,14 February 2003 ,86.0,,Sony Pictures Classics
152,tt0095243,Gorillas in the Mist,['Michael Apted'],"['Harold T.P. Hayes', 'Dian Fossey', '3 more credits']","['Sigourney Weaver', 'Bryan Brown', 'Julie Harris']","['Biography', 'Drama']",English,USA,2h 9min,PG-13,7 October 1988 ,,22000000.0,Universal Pictures
153,tt0318374,The Cooler,['Wayne Kramer'],"['Frank Hannah', 'Wayne Kramer']","['William H. Macy', 'Maria Bello', 'Alec Baldwin']","['Drama', 'Romance']",English,USA,1h 41min,R,16 January 2004 ,69.0,3200000.0,Lions Gate Films
154,tt0099902,Ju Dou,"['Yimou Zhang', 'Fengliang Yang']",['Heng Liu'],"['Li Gong', 'Wei Li', 'Baotian Li']","['Drama', 'Romance']",Mandarin,China,1h 35min,PG-13,April 1991 ,,,Miramax
155,tt4846340,Hidden Figures,['Theodore Melfi'],"['Allison Schroeder', 'Theodore Melfi', '1 more credit']","['Taraji P. Henson', 'Octavia Spencer', 'Janelle Monáe']","['Biography', 'Drama', 'History']",English,USA,2h 7min,PG,6 January 2017 ,74.0,25000000.0,Twentieth Century Fox
156,tt0120737,The Lord of the Rings: The Fellowship of the Ring,['Peter Jackson'],"['J.R.R. Tolkien', 'Fran Walsh', '2 more credits']","['Elijah Wood', 'Ian McKellen', 'Orlando Bloom']","['Action', 'Adventure', 'Drama', 'Fantasy']",English,New Zealand,2h 58min,PG-13,19 December 2001 ,92.0,93000000.0,New Line Cinema
157,tt0082222,Man of Iron,['Andrzej Wajda'],['Aleksander Scibor-Rylski'],"['Jerzy Radziwilowicz', 'Krystyna Janda', 'Marian Opania']","['Drama', 'History']",Polish,Poland,2h 36min,PG,27 July 1981 ,,,United Artists Classics
158,tt0075975,A Simple Story,['Claude Sautet'],"['Jean-Loup Dabadie', 'Claude Sautet']","['Romy Schneider', 'Claude Brasseur', 'Bruno Cremer']","['Drama', 'Romance']",French,France,1h 50min,1h 50min,,,,New Line Cinema
159,tt2125435,Beasts of the Southern Wild,['Benh Zeitlin'],"['Lucy Alibar', 'Benh Zeitlin', '1 more credit']","['Quvenzhané Wallis', 'Dwight Henry', 'Levy Easterly']","['Adventure', 'Drama', 'Fantasy']",English,USA,1h 33min,PG-13,5 July 2012 ,86.0,1800000.0,Fox Searchlight Pictures
160,tt0100935,Wild at Heart,['David Lynch'],"['Barry Gifford', 'David Lynch']","['Nicolas Cage', 'Laura Dern', 'Willem Dafoe']","['Comedy', 'Crime', 'Drama', 'Thriller']",English,USA,2h 5min,R,17 August 1990 ,52.0,9500000.0,The Samuel Goldwyn Company
161,tt0083922,Fanny and Alexander,['Ingmar Bergman'],['Ingmar Bergman'],"['Bertil Guve', 'Pernilla Allwin', 'Kristina Adolphson']",['Drama'],Swedish,Sweden,3h 8min,R,17 December 1982 ,100.0,6000000.0,Embassy Pictures
162,tt3513548,Richard Jewell,['Clint Eastwood'],"['Billy Ray', 'Marie Brenner', '2 more credits']","['Paul Walter Hauser', 'Sam Rockwell', 'Brandon Stanley']","['Biography', 'Crime', 'Drama']",English,USA,2h 11min,R,13 December 2019 ,68.0,45000000.0,Warner Bros.
163,tt0100486,Reversal of Fortune,['Barbet Schroeder'],"['Alan Dershowitz', 'Nicholas Kazan']","['Jeremy Irons', 'Glenn Close', 'Ron Silver']","['Biography', 'Drama', 'Mystery']",English,USA,1h 51min,R,9 November 1990 ,93.0,,Warner Bros.
164,tt0097937,My Left Foot,['Jim Sheridan'],"['Shane Connaughton', 'Jim Sheridan', '1 more credit']","['Daniel Day-Lewis', 'Brenda Fricker', 'Alison Whelan']","['Biography', 'Drama']",English,Ireland,1h 43min,R,30 March 1990 ,97.0,,Miramax
165,tt5776858,Phantom Thread,['Paul Thomas Anderson'],['Paul Thomas Anderson'],"['Vicky Krieps', 'Daniel Day-Lewis', 'Lesley Manville']","['Drama', 'Romance']",English,USA,2h 10min,R,19 January 2018 ,90.0,35000000.0,Focus Features
166,tt2671706,Fences,['Denzel Washington'],"['August Wilson', 'August Wilson']","['Denzel Washington', 'Viola Davis', 'Stephen McKinley Henderson']",['Drama'],English,USA,2h 19min,PG-13,25 December 2016 ,79.0,24000000.0,Paramount Pictures
167,tt1255953,Incendies,['Denis Villeneuve'],"['Denis Villeneuve', 'Wajdi Mouawad', '2 more credits']","['Lubna Azabal', 'Mélissa Désormeaux-Poulin', 'Maxim Gaudette']","['Drama', 'Mystery', 'War']",French,Canada,2h 11min,R,12 January 2011 ,80.0,6800000.0,Sony Pictures Classics
168,tt0099566,The Field,['Jim Sheridan'],"['Jim Sheridan', 'John B. Keane']","['Richard Harris', 'John Hurt', 'Sean Bean']","['Drama', 'Thriller']",English,Ireland,1h 47min,PG-13,March 1991 ,,,Avenue Pictures
169,tt0098319,Shirley Valentine,['Lewis Gilbert'],"['Willy Russell', 'Willy Russell']","['Pauline Collins', 'Tom Conti', 'Julia McKenzie']","['Comedy', 'Drama', 'Romance']",English,UK,1h 48min,R,30 August 1989 ,52.0,,Paramount Pictures
170,tt0842926,The Kids Are All Right,['Lisa Cholodenko'],"['Lisa Cholodenko', 'Stuart Blumberg']","['Annette Bening', 'Julianne Moore', 'Mark Ruffalo']","['Comedy', 'Drama', 'Romance']",English,USA,1h 46min,R,30 July 2010 ,86.0,4000000.0,Focus Features
171,tt0918927,Doubt,['John Patrick Shanley'],"['John Patrick Shanley', 'John Patrick Shanley']","['Meryl Streep', 'Philip Seymour Hoffman', 'Amy Adams']","['Drama', 'Mystery']",English,USA,1h 44min,PG-13,25 December 2008 ,68.0,20000000.0,Miramax
172,tt3716530,Elle,['Paul Verhoeven'],"['Philippe Djian', 'David Birke', '1 more credit']","['Isabelle Huppert', 'Laurent Lafitte', 'Anne Consigny']","['Crime', 'Drama', 'Thriller']",French,France,2h 10min,R,11 November 2016 ,89.0,,Sony Pictures Classics
173,tt1655442,The Artist,['Michel Hazanavicius'],['Michel Hazanavicius'],"['Jean Dujardin', 'Bérénice Bejo', 'John Goodman']","['Comedy', 'Drama', 'Romance']",English,France,1h 40min,PG-13,20 January 2012 ,89.0,15000000.0,The Weinstein Company
174,tt0445620,Paradise Now,['Hany Abu-Assad'],"['Hany Abu-Assad', 'Bero Beyer', '1 more credit']","['Kais Nashif', 'Ali Suliman', 'Lubna Azabal']","['Crime', 'Drama', 'Thriller', 'War']",Arabic,Palestine,1h 31min,PG-13,18 November 2005 ,71.0,2000000.0,Warner Independent Pictures
175,tt0090557,'Round Midnight,['Bertrand Tavernier'],"['David Rayfiel', 'Bertrand Tavernier', '1 more credit']","['Dexter Gordon', 'François Cluzet', 'Gabrielle Haker']","['Drama', 'Music']",English,USA,2h 13min,R,3 October 1986 ,,,Warner Bros.
176,tt0095497,The Last Temptation of Christ,['Martin Scorsese'],"['Nikos Kazantzakis', 'Paul Schrader']","['Willem Dafoe', 'Harvey Keitel', 'Barbara Hershey']",['Drama'],English,Canada,2h 44min,R,9 September 1988 ,80.0,7000000.0,Universal Pictures
177,tt0089841,Prizzi's Honor,['John Huston'],"['Richard Condon', 'Richard Condon', '1 more credit']","['Jack Nicholson', 'Kathleen Turner', 'Robert Loggia']","['Comedy', 'Crime', 'Drama', 'Romance']",English,USA,2h 10min,R,14 June 1985 ,84.0,,Twentieth Century Fox
178,tt0090886,Crimes of the Heart,['Bruce Beresford'],"['Beth Henley', 'Beth Henley']","['Diane Keaton', 'Jessica Lange', 'Sissy Spacek']","['Comedy', 'Drama']",English,USA,1h 45min,PG-13,23 January 1987 ,,20000000.0,De Laurentiis Entertainment Group
179,tt0088172,Starman,['John Carpenter'],"['Bruce A. Evans', 'Raynold Gideon']","['Jeff Bridges', 'Karen Allen', 'Charles Martin Smith']","['Romance', 'Sci-Fi']",English,USA,1h 55min,PG,14 December 1984 ,70.0,22000000.0,Columbia Pictures
180,tt0097243,A Dry White Season,['Euzhan Palcy'],"['André P. Brink', 'Colin Welland', '1 more credit']","['Donald Sutherland', 'Janet Suzman', 'Zakes Mokae']","['Drama', 'Thriller']",Afrikaans,USA,1h 46min,R,20 September 1989 ,68.0,9000000.0,Metro-Goldwyn-Mayer
181,tt0443272,Lincoln,['Steven Spielberg'],"['Tony Kushner', 'Doris Kearns Goodwin']","['Daniel Day-Lewis', 'Sally Field', 'David Strathairn']","['Biography', 'Drama', 'History', 'War']",English,USA,2h 30min,PG-13,16 November 2012 ,86.0,65000000.0,Touchstone Pictures
182,tt0104454,Howards End,['James Ivory'],"['E.M. Forster', 'Ruth Prawer Jhabvala']","['Anthony Hopkins', 'Emma Thompson', 'Vanessa Redgrave']","['Drama', 'Romance']",English,UK,2h 22min,PG,26 February 1993 ,89.0,,Sony Pictures Classics
183,tt0140352,The Insider,['Michael Mann'],"['Marie Brenner', 'Eric Roth', '1 more credit']","['Russell Crowe', 'Al Pacino', 'Christopher Plummer']","['Biography', 'Drama', 'Thriller']",English,USA,2h 37min,R,5 November 1999 ,84.0,90000000.0,Spyglass Entertainment
184,tt0257360,About Schmidt,['Alexander Payne'],"['Louis Begley', 'Alexander Payne', '1 more credit']","['Jack Nicholson', 'Hope Davis', 'Dermot Mulroney']","['Comedy', 'Drama']",English,USA,2h 5min,R,3 January 2003 ,85.0,30000000.0,New Line Cinema
185,tt1120985,Blue Valentine,['Derek Cianfrance'],"['Derek Cianfrance', 'Joey Curtis', '1 more credit']","['Ryan Gosling', 'Michelle Williams', 'John Doman']","['Drama', 'Romance']",English,USA,1h 52min,R,28 January 2011 ,81.0,1000000.0,The Weinstein Company
